tot_updates tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
2133931 9985510 0,50 0,00 0 0 5 0 0 0 0 0 0 0
2133931 9985510 242,70 0,01 95 2027 10 0 10 159 0 30 37 59
2133931 9985510 3822,40 0,18 1700 5451 196 430 3091 21 16426 1005 9759 145
2133931 9985510 35766,90 1,68 87724 382 100405 20747 30249 11287 6293 28005 1378 71199
2133931 9985510 134638,90 6,31 108618 218800 109353 125306 249041 156719 32280 107931 192814 45527
2133931 9985510 405256,00 18,99 405256 405256 405256 405256 405256 405256 405256 405256 405256 405256
2133931 9985510 1044,60 0,05 1491 0 158 0 42 14 0 0 7 8734
2133931 9985510 32519,90 1,52 97151 55597 27870 2580 58173 11119 13495 6791 29985 22438
2133931 9985510 195993,10 9,18 36117 371524 131733 142061 79385 98931 543588 156971 283249 116372
2133931 9985510 664903,20 31,16 1217738 558838 991991 511408 419499 666255 670932 644736 429780 537855
2133931 9985510 1236789,10 57,96 1093026 1283335 1019219 1218170 1423167 1255709 1190053 1301610 1491486 1092116
2133931 9985510 1567909,00 73,48 1567909 1567909 1567909 1567909 1567909 1567909 1567909 1567909 1567909 1567909
