tot_updates tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
7520597 36324704 0,90 0,00 0 0 0 0 2 0 0 0 0 7
7520597 36324704 2352,00 0,03 3206 10441 1063 0 1131 196 931 123 1855 4574
7520597 36324704 10445,40 0,14 8496 3938 12258 12749 2014 51639 3199 3127 5897 1137
7520597 36324704 138058,90 1,84 126031 63070 355100 55869 69631 47399 168838 149346 231335 113970
7520597 36324704 471719,40 6,27 466268 677468 351110 528522 426360 171004 670909 476733 466710 482110
7520597 36324704 1282017,00 17,05 1282017 1282017 1282017 1282017 1282017 1282017 1282017 1282017 1282017 1282017
7520597 36324704 120,90 0,00 595 2 0 0 19 0 0 0 9 584
7520597 36324704 269666,60 3,59 102173 37230 161634 557917 521758 20248 14136 50199 909705 321666
7520597 36324704 658298,30 8,75 380521 482282 674992 1027269 138777 2060666 444778 275534 907963 190201
7520597 36324704 2427134,00 32,27 2173793 2577675 3781595 2186079 1958352 1458622 2368813 2725630 3052959 1987822
7520597 36324704 4303357,00 57,22 4350595 4714214 3578116 4591017 4167085 3572069 4822077 4260016 4419229 4559152
7520597 36324704 5221283,00 69,43 5221283 5221283 5221283 5221283 5221283 5221283 5221283 5221283 5221283 5221283
