tot_updates tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
278400 1345474 0,00 0,00 0 0 0 0 0 0 0 0 0 0
278400 1345474 0,00 0,00 0 0 0 0 0 0 0 0 0 0
278400 1345474 621,40 0,22 108 3659 0 0 0 2256 108 0 83 0
278400 1345474 4323,80 1,55 9676 114 14457 9927 114 738 0 0 7434 778
278400 1345474 15453,70 5,55 13566 23145 20542 24536 38440 108 108 25172 0 8920
278400 1345474 46518,00 16,71 46518 46518 46518 46518 46518 46518 46518 46518 46518 46518
278400 1345474 3,70 0,00 0 0 25 12 0 0 0 0 0 0
278400 1345474 3589,60 1,29 417 310 602 5451 18028 236 322 146 9426 958
278400 1345474 37051,10 13,31 31218 168299 3972 25337 23223 46811 7684 18140 21346 24481
278400 1345474 93029,60 33,42 165361 101958 168862 172291 54029 16756 21277 44558 140581 44623
278400 1345474 148657,90 53,40 102511 185481 195886 164579 184081 107537 66988 192008 138122 149386
278400 1345474 181049,00 65,03 181049 181049 181049 181049 181049 181049 181049 181049 181049 181049
