tot_updates tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
590750 2837291 0,00 0,00 0 0 0 0 0 0 0 0 0 0
590750 2837291 5,80 0,00 58 0 0 0 0 0 0 0 0 0
590750 2837291 397,80 0,07 0 2753 0 1225 0 0 0 0 0 0
590750 2837291 5407,50 0,92 23912 4987 0 0 11543 10438 1831 0 0 1364
590750 2837291 30002,60 5,08 21297 0 31837 0 31341 70717 14039 24889 64748 41158
590750 2837291 86725,00 14,68 86725 86725 86725 86725 86725 86725 86725 86725 86725 86725
590750 2837291 18,50 0,00 1 0 0 141 0 0 0 0 43 0
590750 2837291 7834,20 1,33 29561 3146 216 11120 683 635 44 31399 400 1138
590750 2837291 55132,50 9,33 14776 323918 65941 37250 18753 4181 5745 39805 34439 6517
590750 2837291 197762,70 33,48 404658 307052 50096 146421 208257 305290 130517 168809 188928 67599
590750 2837291 375148,80 63,50 321298 87849 506026 298704 391694 478697 322122 468391 481734 394973
590750 2837291 479855,00 81,23 479855 479855 479855 479855 479855 479855 479855 479855 479855 479855
