tot_updates tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
4344049 20370067 0,70 0,00 0 0 0 0 0 0 7 0 0 0
4344049 20370067 389,70 0,01 144 53 0 0 366 0 0 0 3334 0
4344049 20370067 4026,30 0,09 1208 16615 1452 6177 0 824 6232 3015 1378 3362
4344049 20370067 55991,20 1,29 30572 32838 36821 37872 11474 152863 179221 34124 3665 40462
4344049 20370067 200559,70 4,62 328405 124121 107683 120423 159705 173835 173780 318715 366515 132415
4344049 20370067 663824,00 15,28 663824 663824 663824 663824 663824 663824 663824 663824 663824 663824
4344049 20370067 48,20 0,00 0 0 0 0 0 0 417 0 65 0
4344049 20370067 18802,20 0,43 15014 5962 14370 758 34102 26463 27527 2703 52518 8605
4344049 20370067 231657,20 5,33 109209 642143 214720 69443 48364 147204 424282 260720 105387 295100
4344049 20370067 1255709,60 28,91 1688469 1299530 1430614 691007 470637 1716377 1746773 1061627 1066445 1385617
4344049 20370067 2186671,50 50,34 2511041 1952174 1789827 2047055 2208519 2552266 1983401 2442504 2343208 2036720
4344049 20370067 2810114,00 64,69 2810114 2810114 2810114 2810114 2810114 2810114 2810114 2810114 2810114 2810114
