tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
1667219 0,10 0,00 0 0 1 0 0 0 0 0 0 0
1667219 60,50 0,00 21 385 0 14 2 4 0 0 179 0
1667219 1807,10 0,11 1516 5270 639 656 2318 3811 1761 1265 0 835
1667219 17179,50 1,03 13335 41528 14987 8158 20089 7147 26530 12974 11926 15121
1667219 74706,60 4,48 61317 39154 110108 106123 90667 18757 89411 81095 112775 37659
1667219 205848,00 12,35 205848
