TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
2912439;0.77;0.00;2.07;0.00;11.21;22443.25;0.00;60313.87;0.00;326351.00
2912439;9.98;9.25;6.80;0.00;26.57;290703.58;269359.00;198041.83;0.00;773820.00
2912439;24.06;23.94;9.13;4.13;43.38;700784.39;697213.50;265907.93;120249.00;1263515.00
2912439;49.12;50.52;11.63;15.47;71.45;1430528.27;1471291.00;338770.48;450563.00;2080957.00
2912439;74.98;75.39;8.94;51.55;95.69;2183791.15;2195762.50;260472.91;1501262.00;2787003.00
2912439;100.00;100.00;0.00;100.00;100.00;2912439.00;2912439.00;0.00;2912439.00;2912439.00
