TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
3211712;0.00;0.00;0.00;0.00;0.00;1.30;0.00;10.88;0.00;108.00
3211712;0.01;0.00;0.02;0.00;0.18;371.88;103.00;785.66;0.00;5746.00
3211712;0.10;0.07;0.10;0.00;0.60;3199.64;2257.00;3147.78;0.00;19419.00
3211712;0.65;0.62;0.35;0.00;1.62;20886.62;20005.00;11175.88;130.00;52025.00
3211712;2.30;2.20;0.82;0.47;4.28;73908.62;70693.00;26218.81;15173.00;137342.00
3211712;5.95;5.95;0.00;5.95;5.95;191142.00;191142.00;0.00;191142.00;191142.00
