TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
3288810;0.00;0.00;0.00;0.00;0.02;5.89;0.00;55.80;0.00;558.00
3288810;0.01;0.00;0.03;0.00;0.18;363.39;52.50;861.45;0.00;6013.00
3288810;0.13;0.07;0.16;0.00;0.80;4257.41;2407.00;5183.08;0.00;26328.00
3288810;1.04;0.96;0.65;0.12;3.09;34225.89;31642.00;21316.57;3816.00;101706.00
3288810;3.80;3.64;1.39;1.39;7.58;125000.24;119830.50;45762.72;45629.00;249295.00
3288810;11.05;11.05;0.00;11.05;11.05;363549.00;363549.00;0.00;363549.00;363549.00
