TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
7520597;0.08;0.00;0.76;0.00;7.58;5768.71;0.00;56995.24;0.00;570012.00
7520597;0.61;0.17;1.14;0.00;7.73;46119.03;12627.00;86059.38;0.00;581523.00
7520597;5.82;4.41;4.63;0.09;20.01;437817.58;332002.00;347957.03;6861.00;1504625.00
7520597;19.77;17.73;9.35;4.59;45.82;1487034.82;1333281.00;703494.36;345215.00;3445801.00
7520597;45.64;45.14;10.49;19.86;70.92;3432472.46;3394752.00;788566.74;1493569.00;5333760.00
7520597;80.28;80.28;0.00;80.28;80.28;6037293.00;6037293.00;0.00;6037293.00;6037293.00
