TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
12324785;0.00;0.00;0.00;0.00;0.00;5.05;0.00;22.33;0.00;197.00
12324785;0.00;0.00;0.01;0.00;0.08;537.65;223.00;1103.42;0.00;9755.00
12324785;0.07;0.04;0.13;0.00;0.80;9177.11;4486.50;15411.12;8.00;98519.00
12324785;0.60;0.38;0.56;0.05;3.04;74503.40;47048.50;69008.50;6118.00;375222.00
12324785;3.15;3.22;1.47;0.27;6.27;387695.61;397439.00;181138.13;33255.00;772600.00
12324785;9.23;9.23;0.00;9.23;9.23;1137862.00;1137862.00;0.00;1137862.00;1137862.00
