TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
3371273;0.00;0.00;0.02;0.00;0.20;84.02;0.00;685.27;0.00;6786.00
3371273;0.69;0.03;1.79;0.00;11.88;23166.54;872.00;60356.42;0.00;400371.00
3371273;5.55;3.71;7.03;0.00;44.65;186996.43;124933.00;236973.23;0.00;1505395.00
3371273;20.71;19.13;13.04;0.17;53.36;698285.99;644890.00;439609.78;5834.00;1798888.00
3371273;43.87;43.06;15.12;9.50;75.77;1478968.58;1451706.50;509724.77;320193.00;2554486.00
3371273;78.51;78.51;0.00;78.51;78.51;2646682.00;2646682.00;0.00;2646682.00;2646682.00
