TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
3371273;1.23;0.00;4.64;0.00;24.54;41445.28;0.00;156321.72;0.00;827383.00
3371273;11.91;10.00;12.08;0.00;51.05;401570.01;337088.50;407094.68;0.00;1721134.00
3371273;26.51;25.01;17.81;0.00;81.71;893666.59;843156.50;600553.20;1.00;2754744.00
3371273;47.41;49.18;18.59;8.24;88.49;1598310.99;1658023.50;626672.58;277716.00;2983089.00
3371273;75.21;77.41;17.21;25.07;100.00;2535441.87;2609659.50;580094.46;845297.00;3371273.00
3371273;100.00;100.00;0.00;100.00;100.00;3371273.00;3371273.00;0.00;3371273.00;3371273.00
