TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
7004462;0.93;0.00;2.43;0.00;10.76;65175.54;0.00;170331.34;0.00;753705.00
7004462;10.66;9.86;7.99;0.00;33.87;746656.51;690557.00;559651.63;0.00;2372705.00
7004462;25.19;23.76;11.30;1.17;54.96;1764605.20;1664120.00;791359.16;81981.00;3849676.00
7004462;50.13;49.96;15.02;19.76;87.47;3511117.46;3499520.50;1051962.84;1383827.00;6127132.00
7004462;74.21;74.35;11.86;39.42;100.00;5197746.98;5207658.50;830692.54;2761375.00;7004342.00
7004462;100.00;100.00;0.00;100.00;100.00;7004444.00;7004444.00;0.00;7004444.00;7004444.00
