TotPrefixes;Mean%;Median%;StandardDeviation%;MinValue;MaxValue;MeanRaw;MedianRaw;SDRaw;MinValueRaw;MaxValueRaw
4344049;0.01;0.00;0.03;0.00;0.22;253.61;0.00;1298.07;0.00;9469.00
4344049;0.68;0.13;1.33;0.00;7.16;29519.75;5528.50;57756.30;0.00;311088.00
4344049;3.92;3.04;3.65;0.00;16.77;170379.04;132155.00;158646.46;0.00;728605.00
4344049;14.77;13.41;7.60;2.46;35.19;641753.94;582659.00;330284.52;107069.00;1528868.00
4344049;34.68;35.12;10.57;10.76;59.87;1506553.02;1525557.50;459362.79;467238.00;2600600.00
4344049;62.90;62.90;0.00;62.90;62.90;2732359.00;2732359.00;0.00;2732359.00;2732359.00
