tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
440137 4,50 0,00 45 0 0 0 0 0 0 0 0 0
440137 68150,00 15,48 0 0 45 83 0 177415 241493 0 0 262464
440137 110108,60 25,02 149 418905 241538 51 241703 70 20891 0 252 177527
440137 206549,50 46,93 419051 21156 177561 86 262576 21226 440064 439984 21187 262604
440137 318682,80 72,41 440051 440054 262502 262613 439952 198641 21120 440067 439997 241831
440137 440137,00 100,00 440137
