tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
185703 0,40 0,00 4 0 0 0 0 0 0 0 0 0
185703 2,10 0,00 17 0 0 0 0 0 0 0 0 4
185703 472,50 0,25 60 43 14 143 788 34 1623 11 129 1880
185703 1940,90 1,05 1344 1177 3796 820 2123 697 1065 3510 2678 2199
185703 9179,00 4,94 4957 7294 4949 13112 15085 6798 9643 4087 13296 12569
185703 26050,00 14,03 26050
