tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
1155696 0,00 0,00 0 0 0 0 0 0 0 0 0 0
1155696 10465,00 0,91 48070 0 541 2 11879 35850 1857 0 3508 2943
1155696 61398,10 5,31 11394 117739 6 360 95936 95336 19053 124187 101819 48151
1155696 251192,20 21,74 241630 272543 372441 326035 205334 166836 208600 189298 100347 428858
1155696 499831,40 43,25 432537 712708 439001 434841 619525 587946 542274 590624 315214 323644
1155696 863813,00 74,74 863813
