tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
2185501 23,50 0,00 0 0 0 235 0 0 0 0 0 0
2185501 3073,40 0,14 0 2105 4138 283 301 616 23199 92 0 0
2185501 15201,50 0,70 51610 14299 16276 7 17382 27 9502 104 42804 4
2185501 403612,00 18,47 17687 125170 597002 878173 424970 860065 208315 133658 208636 582444
2185501 892825,10 40,85 907486 1218293 1385558 398793 312559 797133 1213192 1227338 1168444 299455
2185501 1610529,00 73,69 1610529
