tot_queries avg_valid percent_valid s1 s2 s3 s4 s5 s6 s7 s8 s9 s10
902634 48577,60 5,38 0 0 0 232383 0 0 0 0 0 253393
902634 64630,50 7,16 21394 12 4 0 1 204487 0 232383 578 187446
902634 277449,10 30,74 204309 237473 224476 3689 253670 21943 488618 456724 674342 209247
902634 397888,20 44,08 464498 212813 419968 275060 485354 666558 227862 208723 625296 392750
902634 691271,80 76,58 275072 902021 462100 902599 254112 715008 881930 902370 902346 715160
902634 902634,00 100,00 902634
